1,1,1747.8,331.7,95.8,254.2
1,3,636.8,152.2,83.1,228.8
1,5,1022.3,551.3,154.5,202.8
1,2,1370.2,5.5,58.7,157.4
1,4,705.9,514.9,125.7,214.2
2,2,1369.2,7.1,58.1,155.5
2,4,705.3,524.3,125.9,198.8
2,5,1028.2,557.8,146.8,169.8
2,1,1747.2,332.4,94.9,254.8
2,3,635.9,157.8,72.4,226.3
3,5,1033.3,572.1,142.1,165.4
3,4,705.4,532.5,124.6,206.2
3,2,1368.2,6.1,60.0,157.0
3,1,1747.5,329.0,93.6,257.1
3,3,634.9,159.1,69.7,226.4
4,5,1034.2,580.2,143.3,156.7
4,3,634.4,159.5,69.1,226.6
4,2,1367.3,6.9,61.8,155.2
4,1,1746.5,330.3,94.8,252.8
4,4,707.4,542.0,123.6,192.5
5,5,1034.8,595.9,145.0,152.6
5,4,701.6,549.7,129.6,221.6
5,3,631.6,159.7,70.4,227.3
5,2,1367.5,7.4,62.0,153.8
5,1,1747.5,329.4,92.3,252.5
6,3,632.1,161.5,69.8,224.3
6,4,700.9,559.3,130.4,223.0
6,2,1367.3,7.6,62.5,153.1
6,1,1746.8,326.2,93.2,255.8
6,5,1041.5,606.2,145.9,159.6
7,3,631.3,165.6,70.4,218.3
7,5,1045.9,618.5,148.1,150.9
7,2,1368.7,5.9,58.3,154.2
7,4,695.6,572.2,131.8,237.7
7,1,1746.7,323.4,93.9,260.2
8,2,1368.8,6.7,60.0,154.2
8,4,696.8,577.0,134.2,229.3
8,3,628.5,166.6,75.5,217.4
8,10,1840.0,584.0,63.1,256.2
8,5,1046.0,631.5,149.9,142.8
8,1,1747.2,319.1,91.5,250.7
9,5,1042.3,649.7,171.6,225.6
9,3,626.8,165.1,77.5,218.3
9,2,1368.4,6.7,59.4,152.5
9,10,1833.6,574.2,68.3,248.4
9,4,692.5,589.0,137.2,242.6
9,1,1746.2,317.8,91.7,250.0
10,4,694.6,596.5,136.5,233.3
10,1,1745.7,315.0,93.4,250.2
10,2,1366.2,6.5,51.8,150.1
10,10,1829.4,571.0,72.1,249.9
10,3,625.5,164.1,80.2,221.0
10,5,1045.5,662.9,174.7,229.6
11,5,1051.4,676.5,170.6,208.8
11,4,692.4,606.2,137.6,246.2
11,2,1365.8,6.0,50.7,150.1
11,10,1824.9,564.3,76.5,240.4
11,1,1743.9,314.3,92.3,248.9
11,3,624.7,162.8,80.5,221.8
12,4,692.3,617.6,139.1,237.8
12,1,1744.8,313.3,92.3,249.9
12,2,1366.4,6.3,49.4,150.2
12,5,1057.2,690.1,166.4,188.0
12,3,624.9,163.7,81.7,220.9
12,10,1822.1,560.8,80.9,243.2
13,10,1808.8,564.3,86.7,232.8
13,4,692.4,628.1,139.3,238.0
13,5,1063.1,703.7,162.3,167.2
13,3,624.2,165.7,80.6,220.5
13,2,1363.7,5.1,53.0,149.1
13,1,1744.9,314.1,91.2,247.2
14,10,1807.0,547.3,87.3,239.9
14,4,695.2,639.6,122.0,144.6
14,2,1363.2,5.8,54.4,149.5
14,5,1065.5,712.5,161.2,181.7
14,3,623.9,168.9,80.5,218.3
14,1,1745.1,311.0,89.9,243.2
15,5,1071.3,726.6,157.4,152.2
15,10,1803.2,551.1,92.8,234.0
15,3,622.0,169.8,85.7,220.7
15,2,1359.4,5.8,58.2,149.6
15,4,688.7,649.8,134.2,154.4
15,1,1745.2,312.0,89.3,240.1
16,3,619.3,170.9,74.9,222.6
16,5,1077.5,747.7,160.9,168.7
16,1,1746.0,311.9,89.7,239.3
16,2,1359.1,7.6,55.8,145.5
16,4,682.3,660.0,146.4,164.3
16,10,1795.9,546.3,100.1,237.6
17,3,614.4,176.2,77.6,223.7
17,4,686.2,673.9,139.7,164.8
17,2,1357.5,5.9,57.2,148.3
17,5,1083.3,763.6,155.5,167.1
17,10,1788.6,534.3,100.0,237.7
17,1,1746.4,309.5,91.3,244.3
18,3,615.5,177.3,74.5,222.8
18,4,681.6,684.3,148.1,267.5
18,10,1784.6,530.8,105.8,238.4
18,5,1076.8,775.2,173.1,221.9
18,2,1356.4,4.5,59.4,150.6
18,1,1747.3,310.9,89.5,242.0
19,2,1357.1,4.6,56.5,150.2
19,10,1780.6,517.0,106.9,244.0
19,1,1747.7,308.7,90.4,246.6
19,5,1070.3,786.7,190.6,276.7
19,4,681.8,697.6,143.6,177.8
19,3,611.5,179.8,79.0,216.9
20,3,610.0,180.4,80.6,215.2
20,1,1746.8,307.0,93.1,249.0
